train_f1_rozetka,train_f1_tripadvisor_hotels_ukraine,train_f1_tripadvisor_restaurants_ukraine,train_f1_translated==True,train_f1_translated==False,val_f1_rozetka,val_f1_tripadvisor_hotels_ukraine,val_f1_tripadvisor_restaurants_ukraine,val_f1_translated==True,val_f1_translated==False,train_f1,val_f1,train_loss,val_loss,test_f1_rozetka,test_f1_tripadvisor_hotels_ukraine,test_f1_tripadvisor_restaurants_ukraine,test_f1_translated==True,test_f1_translated==False,model
0.7551997753862941,0.6733911955586832,0.6861760552330143,0.7166241194827319,0.7630336464390438,0.7477921282352341,0.6473164018516202,0.6735184894607459,0.7035375162911934,0.7600158982511924,0.7254282287808961,0.7142555438225977,0.787672221660614,0.829850971698761,0.76604813803313,0.6736302226670002,0.6922071129707112,0.7228536294529736,0.7793360272561604,kim_cnn+batch_norm
0.7756096315888549,0.7271561498162482,0.7299479575291595,0.7503601190545449,0.7832413895929625,0.7560876001837766,0.6664581508820218,0.6908311104137246,0.7161422453919196,0.7705087440381558,0.7565978533877403,0.7264594961532659,0.6772615909576416,0.7426228523254395,0.76604813803313,0.6736302226670002,0.6922071129707112,0.7228536294529736,0.7793360272561604,kim_cnn+batch_norm
0.732039677500662,0.7647040425365549,0.7401080077409906,0.7363556184390264,0.7466328711296655,0.6616978916738986,0.6311772801201051,0.6409331031957738,0.6458760007447403,0.6782988871224165,0.7383052624433365,0.652028963644592,0.6192463040351868,0.8108900785446167,0.76604813803313,0.6736302226670002,0.6922071129707112,0.7228536294529736,0.7793360272561604,kim_cnn+batch_norm
0.8483155567325087,0.8512158886543123,0.8388187143679062,0.8433627556612577,0.8568759008001591,0.762979223033335,0.6664581508820218,0.6947016057325174,0.7207223980636753,0.7782988871224166,0.8459262639443057,0.7316488158093227,0.5539162158966064,0.7182909250259399,0.76604813803313,0.6736302226670002,0.6922071129707112,0.7228536294529736,0.7793360272561604,kim_cnn+batch_norm
0.8610840801845405,0.8821643599968723,0.8614009623934307,0.8628010397492315,0.8676308334575816,0.7683138496094747,0.6624546478168397,0.6955907735760238,0.7232358964811022,0.7829888712241654,0.8637172747226224,0.7345753507316338,0.4892822206020355,0.7541648745536804,0.76604813803313,0.6736302226670002,0.6922071129707112,0.7228536294529736,0.7793360272561604,kim_cnn+batch_norm
0.634868725412935,0.8109781843771992,0.7366755583451017,0.6970345737563385,0.6360518860891605,0.5150339476236664,0.5711247341423745,0.5552068622835923,0.5371811580711227,0.5171701112877584,0.6854658661497499,0.5333836174385277,0.43304744362831116,1.1849974393844604,0.76604813803313,0.6736302226670002,0.6922071129707112,0.7228536294529736,0.7793360272561604,kim_cnn+batch_norm
0.9045838424896389,0.9333489717726171,0.916568596683927,0.9123124646571364,0.9080761393568908,0.7660421665220277,0.649693481796572,0.6868037031225482,0.7174827778812141,0.7790143084260732,0.9115088134800613,0.7291597526022024,0.3840862512588501,0.8519225120544434,0.76604813803313,0.6736302226670002,0.6922071129707112,0.7228536294529736,0.7793360272561604,kim_cnn+batch_norm
0.8039926362438462,0.8698725467198374,0.8253373607406245,0.8191166785736725,0.8137170120769346,0.6638674766450559,0.6005254597773051,0.6125320361943616,0.6324334388382051,0.6798092209856915,0.8180923360059134,0.641424045859104,0.34297260642051697,1.280465006828308,0.76604813803313,0.6736302226670002,0.6922071129707112,0.7228536294529736,0.7793360272561604,kim_cnn+batch_norm
0.917722468070715,0.95045742434905,0.9346984674930697,0.9275410209927883,0.9223994831270812,0.7340088825361172,0.6281746528212185,0.6548982687379047,0.6877117855148017,0.7441971383147854,0.9265656466612863,0.6984311359179364,0.3102148473262787,0.9915806651115417,0.76604813803313,0.6736302226670002,0.6922071129707112,0.7228536294529736,0.7793360272561604,kim_cnn+batch_norm
0.7894023169669493,0.7471889905387442,0.7533866834039438,0.7681624503454582,0.7985388400178919,0.7673183929756497,0.6829726010258976,0.7084052513206758,0.7304784956246508,0.7814785373608903,0.7739249967944125,0.7401568864082064,0.7225672602653503,0.6725481152534485,0.7659460425227801,0.6846384788591443,0.701673640167364,0.7286294529736175,0.7757705411615561,kim_cnn
0.8231868983846319,0.8178278207834858,0.8071878759349338,0.8146998387318224,0.8317081655981314,0.7696411251212415,0.6694607781809083,0.6999320048119672,0.7276857196052876,0.7791732909379968,0.8179263997103657,0.7374566299592699,0.6249611973762512,0.7004985809326172,0.7659460425227801,0.6846384788591443,0.701673640167364,0.7286294529736175,0.7757705411615561,kim_cnn
